LOG DATA COMP3008 PROJECT 2,,,,,
,,,,,
Time, UserID, System, Action, Event,
2017-04-03 12:15, User058, Bank Account, skip round, error,
2017-04-03 12:15, User058, general, retest button clicked, success,
2017-04-03 12:15, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:15, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:15, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:15, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:15, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:15, User058, Bank Account (retest), submit password attempt #1, error,
2017-04-03 12:15, User058, Bank Account (retest), deleter char, success,
2017-04-03 12:15, User058, Bank Account (retest), deleter char, success,
2017-04-03 12:15, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:15, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:16, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #2, error,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #3, error,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #4, error,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #5, error,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #6, error,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #7, error,
2017-04-03 12:16, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:16, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:16, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:16, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:16, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:16, User058, Bank Account (retest), emoji clicked, success,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #8, error,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #9, error,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #10, error,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #11, error,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #12, error,
2017-04-03 12:16, User058, Bank Account (retest), submit password attempt #13, error,
2017-04-03 12:16, User058, Bank Account (retest), skip round, failed,
2017-04-03 12:16, User058, Email (retest), emoji clicked, success,
2017-04-03 12:16, User058, Email (retest), emoji clicked, success,
2017-04-03 12:16, User058, Email (retest), emoji clicked, success,
2017-04-03 12:16, User058, Email (retest), emoji clicked, success,
2017-04-03 12:16, User058, Email (retest), emoji clicked, success,
2017-04-03 12:16, User058, Email (retest), emoji clicked, success,
2017-04-03 12:16, User058, Email (retest), deleter char, success,
2017-04-03 12:17, User058, Email (retest), deleter char, success,
2017-04-03 12:17, User058, Email (retest), emoji clicked, success,
2017-04-03 12:17, User058, Email (retest), emoji clicked, success,
2017-04-03 12:17, User058, Email (retest), submit password, success,
2017-04-03 12:17, User058, Facebook (retest), skip round, failed,
2017-04-03 12:17, User058, general, simulation complete, success,
2017-04-03 12:17, User058, Simualtion Complete. (retest), submit password attempt #14, error,
2017-04-03 12:18, User096, Facebook, generate n.1, success,
2017-04-03 12:18, User096, Facebook, save, success,
2017-04-03 12:18, User096, Facebook, emoji clicked, success,
2017-04-03 12:18, User096, Facebook, emoji clicked, success,
2017-04-03 12:18, User096, Facebook, emoji clicked, success,
2017-04-03 12:19, User096, Facebook, emoji clicked, success,
2017-04-03 12:19, User096, Facebook, emoji clicked, success,
2017-04-03 12:19, User096, Facebook, emoji clicked, success,
2017-04-03 12:19, User096, Facebook, submit password attempt #1, error,
2017-04-03 12:19, User096, Facebook, submit password attempt #2, error,
2017-04-03 12:19, User096, Facebook, submit password attempt #3, error,
2017-04-03 12:19, User096, Facebook, emoji clicked, success,
2017-04-03 12:19, User096, Facebook, emoji clicked, success,
2017-04-03 12:19, User096, Facebook, emoji clicked, success,
2017-04-03 12:19, User096, Facebook, emoji clicked, success,
2017-04-03 12:19, User096, Facebook, emoji clicked, success,
2017-04-03 12:19, User096, Facebook, emoji clicked, success,
2017-04-03 12:19, User096, Facebook, submit password, success,
2017-04-03 12:19, User096, Facebook, next round, success,
2017-04-03 12:19, User096, Email, generate n.1, success,
2017-04-03 12:19, User096, Email, generate n.2, success,
2017-04-03 12:19, User096, Email, generate n.3, success,
2017-04-03 12:19, User096, Email, generate n.4, success,
2017-04-03 12:19, User096, Email, save, success,
2017-04-03 12:19, User096, Email, emoji clicked, success,
2017-04-03 12:19, User096, Email, emoji clicked, success,
2017-04-03 12:19, User096, Email, emoji clicked, success,
2017-04-03 12:20, User096, Email, emoji clicked, success,
2017-04-03 12:20, User096, Email, emoji clicked, success,
2017-04-03 12:20, User096, Email, emoji clicked, success,
2017-04-03 12:20, User096, Email, submit password attempt #1, error,
2017-04-03 12:20, User096, Email, submit password attempt #2, error,
2017-04-03 12:20, User096, Email, emoji clicked, success,
2017-04-03 12:20, User096, Email, emoji clicked, success,
2017-04-03 12:20, User096, Email, emoji clicked, success,
2017-04-03 12:20, User096, Email, emoji clicked, success,
2017-04-03 12:20, User096, Email, emoji clicked, success,
2017-04-03 12:20, User096, Email, emoji clicked, success,
2017-04-03 12:20, User096, Email, submit password, success,
2017-04-03 12:20, User096, Email, emoji clicked, error,
2017-04-03 12:20, User096, Email, next round, success,
2017-04-03 12:20, User096, Bank Account, generate n.1, success,
2017-04-03 12:20, User096, Bank Account, generate n.2, success,
2017-04-03 12:20, User096, Bank Account, generate n.3, success,
2017-04-03 12:20, User096, Bank Account, generate n.4, success,
2017-04-03 12:20, User096, Bank Account, generate n.5, success,
2017-04-03 12:20, User096, Bank Account, generate n.6, success,
2017-04-03 12:20, User096, Bank Account, generate n.7, success,
2017-04-03 12:20, User096, Bank Account, generate n.8, success,
2017-04-03 12:20, User096, Bank Account, generate n.9, success,
2017-04-03 12:20, User096, Bank Account, save, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, submit password attempt #1, error,
2017-04-03 12:21, User096, Bank Account, submit password attempt #2, error,
2017-04-03 12:21, User096, Bank Account, submit password attempt #3, error,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, submit password attempt #4, error,
2017-04-03 12:21, User096, Bank Account, submit password attempt #5, error,
2017-04-03 12:21, User096, Bank Account, submit password attempt #6, error,
2017-04-03 12:21, User096, Bank Account, submit password attempt #7, error,
2017-04-03 12:21, User096, Bank Account, submit password attempt #8, error,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, deleter char, success,
2017-04-03 12:21, User096, Bank Account, deleter char, success,
2017-04-03 12:21, User096, Bank Account, deleter char, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, emoji clicked, success,
2017-04-03 12:21, User096, Bank Account, submit password attempt #9, error,
2017-04-03 12:21, User096, Bank Account, submit password attempt #10, error,
2017-04-03 12:21, User096, Bank Account, submit password attempt #11, error,
2017-04-03 12:21, User096, Bank Account, submit password attempt #12, error,
2017-04-03 12:21, User096, Bank Account, submit password attempt #13, error,
2017-04-03 12:21, User096, Bank Account, skip round, error,
2017-04-03 12:21, User096, general, retest button clicked, success,
2017-04-03 12:21, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:21, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:21, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), deleter char, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #1, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #2, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #3, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #4, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #5, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #6, error,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #7, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #8, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #9, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #10, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #11, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #12, error,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #13, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #14, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #15, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #16, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #17, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #18, error,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #19, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #20, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #21, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #22, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #23, error,
2017-04-03 12:22, User096, Bank Account (retest), submit password attempt #24, error,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:22, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), deleter char, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #25, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #26, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #27, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #28, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #29, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #30, error,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #31, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #32, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #33, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #34, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #35, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #36, error,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), emoji clicked, success,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #37, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #38, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #39, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #40, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #41, error,
2017-04-03 12:23, User096, Bank Account (retest), submit password attempt #42, error,
2017-04-03 12:23, User096, Bank Account (retest), skip round, failed,
2017-04-03 12:23, User096, Email (retest), emoji clicked, success,
2017-04-03 12:23, User096, Email (retest), emoji clicked, success,
2017-04-03 12:23, User096, Email (retest), emoji clicked, success,
2017-04-03 12:23, User096, Email (retest), emoji clicked, success,
2017-04-03 12:23, User096, Email (retest), emoji clicked, success,
2017-04-03 12:23, User096, Email (retest), emoji clicked, success,
2017-04-03 12:23, User096, Email (retest), submit password attempt #43, error,
2017-04-03 12:23, User096, Email (retest), submit password attempt #44, error,
2017-04-03 12:23, User096, Email (retest), submit password attempt #45, error,
2017-04-03 12:23, User096, Email (retest), submit password attempt #46, error,
2017-04-03 12:23, User096, Email (retest), submit password attempt #47, error,
2017-04-03 12:23, User096, Email (retest), submit password attempt #48, error,
2017-04-03 12:23, User096, Email (retest), emoji clicked, success,
2017-04-03 12:23, User096, Email (retest), deleter char, success,
2017-04-03 12:23, User096, Email (retest), emoji clicked, success,
2017-04-03 12:23, User096, Email (retest), emoji clicked, success,
2017-04-03 12:23, User096, Email (retest), emoji clicked, success,
2017-04-03 12:24, User096, Email (retest), emoji clicked, success,
2017-04-03 12:24, User096, Email (retest), deleter char, success,
2017-04-03 12:24, User096, Email (retest), emoji clicked, success,
2017-04-03 12:24, User096, Email (retest), emoji clicked, success,
2017-04-03 12:24, User096, Email (retest), emoji clicked, success,
2017-04-03 12:24, User096, Email (retest), submit password attempt #49, error,
2017-04-03 12:24, User096, Email (retest), submit password attempt #50, error,
2017-04-03 12:24, User096, Email (retest), submit password attempt #51, error,
2017-04-03 12:24, User096, Email (retest), skip round, failed,
2017-04-03 12:24, User096, Facebook (retest), emoji clicked, success,
2017-04-03 12:24, User096, Facebook (retest), emoji clicked, success,
2017-04-03 12:24, User096, Facebook (retest), emoji clicked, success,
2017-04-03 12:24, User096, Facebook (retest), emoji clicked, success,
2017-04-03 12:24, User096, Facebook (retest), emoji clicked, success,
2017-04-03 12:24, User096, Facebook (retest), emoji clicked, success,
2017-04-03 12:24, User096, Facebook (retest), submit password, success,
2017-04-03 12:24, User096, general, simulation complete, success,
2017-04-03 12:25, User030, Facebook, generate n.1, success,
2017-04-03 12:26, User030, Facebook, save, success,
2017-04-03 12:26, User030, Facebook, emoji clicked, success,
2017-04-03 12:26, User030, Facebook, emoji clicked, success,
2017-04-03 12:26, User030, Facebook, emoji clicked, success,
2017-04-03 12:26, User030, Facebook, emoji clicked, success,
2017-04-03 12:26, User030, Facebook, emoji clicked, success,
2017-04-03 12:26, User030, Facebook, emoji clicked, success,
2017-04-03 12:26, User030, Facebook, submit password, success,
2017-04-03 12:26, User030, Facebook, next round, success,
2017-04-03 12:26, User030, Email, generate n.1, success,
2017-04-03 12:26, User030, Email, generate n.2, success,
2017-04-03 12:26, User030, Email, generate n.3, success,
2017-04-03 12:26, User030, Email, generate n.4, success,
2017-04-03 12:26, User030, Email, save, success,
2017-04-03 12:26, User030, Email, emoji clicked, success,
2017-04-03 12:26, User030, Email, emoji clicked, success,
2017-04-03 12:26, User030, Email, emoji clicked, success,
2017-04-03 12:26, User030, Email, emoji clicked, success,
2017-04-03 12:26, User030, Email, emoji clicked, success,
2017-04-03 12:26, User030, Email, emoji clicked, success,
2017-04-03 12:26, User030, Email, submit password, success,
2017-04-03 12:26, User030, Email, next round, success,
2017-04-03 12:26, User030, Bank Account, generate n.1, success,
2017-04-03 12:26, User030, Bank Account, generate n.2, success,
2017-04-03 12:26, User030, Bank Account, generate n.3, success,
2017-04-03 12:26, User030, Bank Account, generate n.4, success,
2017-04-03 12:26, User030, Bank Account, generate n.5, success,
2017-04-03 12:26, User030, Bank Account, generate n.6, success,
2017-04-03 12:26, User030, Bank Account, generate n.7, success,
2017-04-03 12:26, User030, Bank Account, generate n.8, success,
2017-04-03 12:26, User030, Bank Account, generate n.9, success,
2017-04-03 12:26, User030, Bank Account, generate n.10, success,
2017-04-03 12:26, User030, Bank Account, generate n.11, success,
2017-04-03 12:26, User030, Bank Account, generate n.12, success,
2017-04-03 12:26, User030, Bank Account, generate n.13, success,
2017-04-03 12:26, User030, Bank Account, save, success,
2017-04-03 12:26, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, submit password attempt #1, error,
2017-04-03 12:27, User030, Bank Account, submit password attempt #2, error,
2017-04-03 12:27, User030, Bank Account, submit password attempt #3, error,
2017-04-03 12:27, User030, Bank Account, submit password attempt #4, error,
2017-04-03 12:27, User030, Bank Account, submit password attempt #5, error,
2017-04-03 12:27, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, emoji clicked, success,
2017-04-03 12:27, User030, Bank Account, submit password, success,
2017-04-03 12:27, User030, Bank Account, next round, success,
2017-04-03 12:27, User030, general, retest button clicked, success,
2017-04-03 12:27, User030, Bank Account (retest), emoji clicked, success,
2017-04-03 12:27, User030, Bank Account (retest), emoji clicked, success,
2017-04-03 12:27, User030, Bank Account (retest), emoji clicked, success,
2017-04-03 12:27, User030, Bank Account (retest), emoji clicked, success,
2017-04-03 12:27, User030, Bank Account (retest), emoji clicked, success,
2017-04-03 12:27, User030, Bank Account (retest), emoji clicked, success,
2017-04-03 12:27, User030, Bank Account (retest), submit password, success,
2017-04-03 12:27, User030, Email (retest), emoji clicked, success,
2017-04-03 12:27, User030, Email (retest), emoji clicked, success,
2017-04-03 12:28, User030, Email (retest), emoji clicked, success,
2017-04-03 12:28, User030, Email (retest), emoji clicked, success,
2017-04-03 12:28, User030, Email (retest), emoji clicked, success,
2017-04-03 12:28, User030, Email (retest), emoji clicked, success,
2017-04-03 12:28, User030, Email (retest), submit password attempt #1, error,
2017-04-03 12:28, User030, Email (retest), submit password attempt #2, error,
2017-04-03 12:28, User030, Email (retest), submit password attempt #3, error,
2017-04-03 12:28, User030, Email (retest), submit password attempt #4, error,
2017-04-03 12:28, User030, Email (retest), emoji clicked, success,
2017-04-03 12:28, User030, Email (retest), emoji clicked, success,
2017-04-03 12:28, User030, Email (retest), emoji clicked, success,
2017-04-03 12:28, User030, Email (retest), emoji clicked, success,
2017-04-03 12:28, User030, Email (retest), emoji clicked, success,
2017-04-03 12:28, User030, Email (retest), emoji clicked, success,
2017-04-03 12:28, User030, Email (retest), submit password attempt #5, error,
2017-04-03 12:28, User030, Email (retest), submit password attempt #6, error,
2017-04-03 12:28, User030, Email (retest), submit password attempt #7, error,
2017-04-03 12:28, User030, Email (retest), submit password attempt #8, error,
2017-04-03 12:28, User030, Email (retest), skip round, failed,
2017-04-03 12:28, User030, Facebook (retest), emoji clicked, success,
2017-04-03 12:28, User030, Facebook (retest), emoji clicked, success,
2017-04-03 12:28, User030, Facebook (retest), emoji clicked, success,
2017-04-03 12:28, User030, Facebook (retest), emoji clicked, success,
2017-04-03 12:28, User030, Facebook (retest), emoji clicked, success,
2017-04-03 12:28, User030, Facebook (retest), emoji clicked, success,
2017-04-03 12:28, User030, Facebook (retest), submit password, success,
2017-04-03 12:28, User030, general, simulation complete, success,
2017-04-03 12:31, User010, Facebook, generate n.1, success,"""No Idea"""
2017-04-03 12:31, User010, Facebook, generate n.2, success,
2017-04-03 12:31, User010, Facebook, generate n.3, success,
2017-04-03 12:31, User010, Facebook, generate n.4, success,
2017-04-03 12:31, User010, Facebook, save, success,
2017-04-03 12:31, User010, Facebook, submit password attempt #1, error,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:31, User010, Facebook, submit password attempt #2, error,
2017-04-03 12:31, User010, Facebook, submit password attempt #3, error,
2017-04-03 12:31, User010, Facebook, submit password attempt #4, error,
2017-04-03 12:31, User010, Facebook, submit password attempt #5, error,
2017-04-03 12:31, User010, Facebook, submit password attempt #6, error,
2017-04-03 12:31, User010, Facebook, submit password attempt #7, error,
2017-04-03 12:31, User010, Facebook, delete char, error,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:31, User010, Facebook, emoji clicked, success,
2017-04-03 12:32, User010, Facebook, submit password attempt #8, error,
2017-04-03 12:32, User010, Facebook, submit password attempt #9, error,
2017-04-03 12:32, User010, Facebook, submit password attempt #10, error,
2017-04-03 12:32, User010, Facebook, submit password attempt #11, error,
2017-04-03 12:32, User010, Facebook, submit password attempt #12, error,
2017-04-03 12:32, User010, Facebook, submit password attempt #13, error,
2017-04-03 12:32, User010, Facebook, skip round, error,
2017-04-03 12:32, User010, Email, generate n.1, success,
2017-04-03 12:32, User010, Email, save, success,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, emoji clicked, error,
2017-04-03 12:32, User010, Email, submit password attempt #1, error,
2017-04-03 12:32, User010, Email, submit password attempt #2, error,
2017-04-03 12:32, User010, Email, submit password attempt #3, error,
2017-04-03 12:32, User010, Email, submit password attempt #4, error,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, emoji clicked, success,
2017-04-03 12:32, User010, Email, submit password attempt #5, error,
2017-04-03 12:32, User010, Email, submit password attempt #6, error,
2017-04-03 12:32, User010, Email, submit password attempt #7, error,
2017-04-03 12:32, User010, Email, submit password attempt #8, error,
2017-04-03 12:32, User010, Email, skip round, error,
2017-04-03 12:33, User010, Bank Account, generate n.1, success,
2017-04-03 12:33, User010, Bank Account, save, success,
2017-04-03 12:33, User010, Bank Account, emoji clicked, success,
2017-04-03 12:33, User010, Bank Account, emoji clicked, success,
2017-04-03 12:33, User010, Bank Account, emoji clicked, success,
2017-04-03 12:33, User010, Bank Account, emoji clicked, success,
2017-04-03 12:33, User010, Bank Account, emoji clicked, success,
2017-04-03 12:33, User010, Bank Account, emoji clicked, success,
2017-04-03 12:33, User010, Bank Account, submit password attempt #1, error,
2017-04-03 12:33, User010, Bank Account, submit password attempt #2, error,
2017-04-03 12:33, User010, Bank Account, submit password attempt #3, error,
2017-04-03 12:33, User010, Bank Account, submit password attempt #4, error,
2017-04-03 12:33, User010, Bank Account, skip round, error,
2017-04-03 12:33, User010, general, retest button clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #1, error,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #2, error,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #3, error,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #4, error,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #5, error,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #6, error,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, error,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #7, error,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #8, error,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #9, error,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #10, error,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #11, error,
2017-04-03 12:33, User010, Bank Account (retest), submit password attempt #12, error,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:33, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:34, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:34, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:34, User010, Bank Account (retest), emoji clicked, success,
2017-04-03 12:34, User010, Bank Account (retest), emoji clicked, success,
